STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NB_CHAP13,QTR_ENDED,DATE,FISCAL_YEAR
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,4830.0,4430.0,6.0,0,394.0,68.0,60.0,6.0,0,2.0,4762.0,4370.0,0,392.0,09/30/02,2002-09-30,2002.0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,13880.0,4209.0,136.0,2,9533.0,393.0,155.0,110.0,2,126.0,13487.0,4054.0,26,9407.0,09/30/02,2002-09-30,2002.0
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,11456.0,9513.0,122.0,0,1821.0,179.0,69.0,107.0,0,3.0,11277.0,9444.0,15,1818.0,09/30/02,2002-09-30,2002.0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,15941.0,12688.0,87.0,5,3161.0,357.0,191.0,83.0,5,78.0,15584.0,12497.0,4,3083.0,09/30/02,2002-09-30,2002.0
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,25098.0,19296.0,182.0,0,5620.0,315.0,140.0,169.0,0,6.0,24783.0,19156.0,13,5614.0,09/30/02,2002-09-30,2002.0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,15914.0,12586.0,1473.0,1,1827.0,1635.0,177.0,1422.0,1,8.0,14279.0,12409.0,51,1819.0,09/30/02,2002-09-30,2002.0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,13051.0,9851.0,45.0,4,3150.0,282.0,189.0,41.0,4,47.0,12769.0,9662.0,4,3103.0,09/30/02,2002-09-30,2002.0
VERMONT,VERMONT,VT,SECOND CIRCUIT,1774.0,1561.0,7.0,0,206.0,101.0,76.0,7.0,0,18.0,1673.0,1485.0,0,188.0,09/30/02,2002-09-30,2002.0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3966.0,1960.0,892.0,0,1094.0,981.0,55.0,890.0,0,16.0,2985.0,1905.0,2,1078.0,09/30/02,2002-09-30,2002.0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,40708.0,25611.0,357.0,0,14739.0,702.0,363.0,326.0,0,12.0,40006.0,25248.0,31,14727.0,09/30/02,2002-09-30,2002.0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,24390.0,13541.0,114.0,2,10733.0,304.0,175.0,105.0,2,22.0,24086.0,13366.0,9,10711.0,09/30/02,2002-09-30,2002.0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,12495.0,9499.0,66.0,0,2930.0,620.0,391.0,64.0,0,165.0,11875.0,9108.0,2,2765.0,09/30/02,2002-09-30,2002.0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,16596.0,13693.0,192.0,1,2710.0,439.0,227.0,180.0,1,31.0,16157.0,13466.0,12,2679.0,09/30/02,2002-09-30,2002.0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,59.0,29.0,5.0,0,25.0,8.0,3.0,4.0,0,1.0,51.0,26.0,1,24.0,09/30/02,2002-09-30,2002.0
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,34963.0,23353.0,171.0,0,11439.0,636.0,393.0,150.0,0,93.0,34327.0,22960.0,21,11346.0,09/30/02,2002-09-30,2002.0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,14820.0,7310.0,63.0,6,7441.0,232.0,139.0,55.0,6,32.0,14588.0,7171.0,8,7409.0,09/30/02,2002-09-30,2002.0
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,11668.0,4869.0,26.0,0,6773.0,269.0,201.0,26.0,0,42.0,11399.0,4668.0,0,6731.0,09/30/02,2002-09-30,2002.0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,9429.0,4840.0,54.0,0,4535.0,98.0,51.0,46.0,0,1.0,9331.0,4789.0,8,4534.0,09/30/02,2002-09-30,2002.0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,15531.0,6776.0,96.0,0,8659.0,183.0,99.0,82.0,0,2.0,15348.0,6677.0,14,8657.0,09/30/02,2002-09-30,2002.0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,30141.0,21168.0,169.0,0,8804.0,391.0,226.0,134.0,0,31.0,29750.0,20942.0,35,8773.0,09/30/02,2002-09-30,2002.0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,12509.0,10780.0,35.0,0,1693.0,566.0,460.0,34.0,0,71.0,11943.0,10320.0,1,1622.0,09/30/02,2002-09-30,2002.0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4200.0,3912.0,23.0,0,265.0,108.0,78.0,20.0,0,10.0,4092.0,3834.0,3,255.0,09/30/02,2002-09-30,2002.0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,5821.0,5497.0,45.0,0,279.0,218.0,167.0,43.0,0,8.0,5603.0,5330.0,2,271.0,09/30/02,2002-09-30,2002.0
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,9579.0,6478.0,66.0,0,3035.0,177.0,115.0,59.0,0,3.0,9402.0,6363.0,7,3032.0,09/30/02,2002-09-30,2002.0
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,3678.0,2595.0,54.0,0,1029.0,68.0,17.0,50.0,0,1.0,3610.0,2578.0,4,1028.0,09/30/02,2002-09-30,2002.0
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,13583.0,7269.0,47.0,12,6255.0,470.0,267.0,44.0,12,147.0,13113.0,7002.0,3,6108.0,09/30/02,2002-09-30,2002.0
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,8080.0,5372.0,47.0,2,2659.0,122.0,67.0,45.0,2,8.0,7958.0,5305.0,2,2651.0,09/30/02,2002-09-30,2002.0
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,14019.0,8920.0,85.0,6,5008.0,173.0,87.0,70.0,6,10.0,13846.0,8833.0,15,4998.0,09/30/02,2002-09-30,2002.0
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,28195.0,13572.0,290.0,13,14319.0,1142.0,645.0,276.0,13,207.0,27053.0,12927.0,14,14112.0,09/30/02,2002-09-30,2002.0
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,12243.0,6555.0,77.0,2,5609.0,358.0,167.0,73.0,2,116.0,11885.0,6388.0,4,5493.0,09/30/02,2002-09-30,2002.0
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,20812.0,11112.0,364.0,3,9332.0,815.0,369.0,325.0,3,117.0,19997.0,10743.0,39,9215.0,09/30/02,2002-09-30,2002.0
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,18495.0,10219.0,182.0,9,8083.0,684.0,376.0,160.0,9,137.0,17811.0,9843.0,22,7946.0,09/30/02,2002-09-30,2002.0
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,11905.0,10310.0,107.0,0,1488.0,246.0,129.0,105.0,0,12.0,11659.0,10181.0,2,1476.0,09/30/02,2002-09-30,2002.0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,14934.0,11920.0,57.0,1,2956.0,126.0,67.0,51.0,1,7.0,14808.0,11853.0,6,2949.0,09/30/02,2002-09-30,2002.0
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,37517.0,25551.0,184.0,3,11779.0,442.0,230.0,177.0,3,32.0,37075.0,25321.0,7,11747.0,09/30/02,2002-09-30,2002.0
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,15012.0,11326.0,72.0,3,3611.0,325.0,202.0,69.0,3,51.0,14687.0,11124.0,3,3560.0,09/30/02,2002-09-30,2002.0
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,40341.0,33090.0,128.0,0,7123.0,1035.0,782.0,125.0,0,128.0,39306.0,32308.0,3,6995.0,09/30/02,2002-09-30,2002.0
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,35781.0,27532.0,106.0,5,8138.0,557.0,329.0,99.0,5,124.0,35224.0,27203.0,7,8014.0,09/30/02,2002-09-30,2002.0
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,19466.0,11904.0,74.0,4,7484.0,320.0,189.0,70.0,4,57.0,19146.0,11715.0,4,7427.0,09/30/02,2002-09-30,2002.0
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,15360.0,9500.0,194.0,0,5666.0,273.0,104.0,154.0,0,15.0,15087.0,9396.0,40,5651.0,09/30/02,2002-09-30,2002.0
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,27984.0,8037.0,124.0,2,19821.0,232.0,96.0,103.0,2,31.0,27752.0,7941.0,21,19790.0,09/30/02,2002-09-30,2002.0
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,55985.0,39360.0,385.0,1,16237.0,831.0,466.0,356.0,1,6.0,55154.0,38894.0,29,16231.0,09/30/02,2002-09-30,2002.0
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,15353.0,13071.0,41.0,21,2220.0,193.0,125.0,39.0,21,8.0,15160.0,12946.0,2,2212.0,09/30/02,2002-09-30,2002.0
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,8859.0,6304.0,26.0,8,2521.0,286.0,173.0,23.0,8,82.0,8573.0,6131.0,3,2439.0,09/30/02,2002-09-30,2002.0
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,20591.0,17239.0,48.0,2,3302.0,215.0,142.0,47.0,2,24.0,20376.0,17097.0,1,3278.0,09/30/02,2002-09-30,2002.0
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,32095.0,25156.0,159.0,0,6780.0,491.0,304.0,153.0,0,34.0,31604.0,24852.0,6,6746.0,09/30/02,2002-09-30,2002.0
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,16079.0,13076.0,16.0,7,2979.0,229.0,186.0,16.0,7,20.0,15850.0,12890.0,0,2959.0,09/30/02,2002-09-30,2002.0
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,8163.0,7177.0,49.0,13,924.0,629.0,484.0,43.0,13,89.0,7534.0,6693.0,6,835.0,09/30/02,2002-09-30,2002.0
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,14546.0,7646.0,22.0,2,6876.0,131.0,72.0,14.0,2,43.0,14415.0,7574.0,8,6833.0,09/30/02,2002-09-30,2002.0
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,8148.0,5489.0,18.0,1,2639.0,109.0,53.0,15.0,1,39.0,8039.0,5436.0,3,2600.0,09/30/02,2002-09-30,2002.0
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,4451.0,4272.0,15.0,2,162.0,198.0,173.0,14.0,2,9.0,4253.0,4099.0,1,153.0,09/30/02,2002-09-30,2002.0
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,7022.0,6568.0,11.0,4,439.0,136.0,113.0,11.0,4,8.0,6886.0,6455.0,0,431.0,09/30/02,2002-09-30,2002.0
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,19655.0,16337.0,56.0,6,3256.0,1825.0,1501.0,55.0,6,263.0,17830.0,14836.0,1,2993.0,09/30/02,2002-09-30,2002.0
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,17538.0,11651.0,79.0,5,5802.0,216.0,123.0,72.0,5,15.0,17322.0,11528.0,7,5787.0,09/30/02,2002-09-30,2002.0
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,15270.0,12319.0,84.0,2,2865.0,226.0,107.0,81.0,2,36.0,15044.0,12212.0,3,2829.0,09/30/02,2002-09-30,2002.0
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,7443.0,5844.0,52.0,19,1528.0,132.0,55.0,44.0,19,14.0,7311.0,5789.0,8,1514.0,09/30/02,2002-09-30,2002.0
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,2028.0,1940.0,8.0,9,71.0,108.0,87.0,8.0,9,4.0,1920.0,1853.0,0,67.0,09/30/02,2002-09-30,2002.0
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,2673.0,2535.0,5.0,3,130.0,122.0,98.0,5.0,3,16.0,2551.0,2437.0,0,114.0,09/30/02,2002-09-30,2002.0
ALASKA,ALASKA,AK,NINTH CIRCUIT,1432.0,1291.0,18.0,0,123.0,112.0,80.0,16.0,0,16.0,1320.0,1211.0,2,107.0,09/30/02,2002-09-30,2002.0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,28738.0,22788.0,323.0,6,5620.0,733.0,372.0,271.0,6,83.0,28005.0,22416.0,52,5537.0,09/30/02,2002-09-30,2002.0
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,20719.0,14512.0,260.0,0,5945.0,1277.0,706.0,241.0,0,329.0,19442.0,13806.0,19,5616.0,09/30/02,2002-09-30,2002.0
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,31455.0,26584.0,117.0,20,4733.0,1265.0,823.0,104.0,20,317.0,30190.0,25761.0,13,4416.0,09/30/02,2002-09-30,2002.0
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,84936.0,70142.0,614.0,1,14170.0,2545.0,1806.0,561.0,1,169.0,82391.0,68336.0,53,14001.0,09/30/02,2002-09-30,2002.0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,12844.0,10336.0,64.0,0,2443.0,223.0,159.0,50.0,0,13.0,12621.0,10177.0,14,2430.0,09/30/02,2002-09-30,2002.0
HAWAII,HAWAII,HI,NINTH CIRCUIT,4684.0,4181.0,21.0,0,482.0,57.0,38.0,19.0,0,0.0,4627.0,4143.0,2,482.0,09/30/02,2002-09-30,2002.0
IDAHO,IDAHO,ID,NINTH CIRCUIT,8686.0,7440.0,64.0,8,1174.0,287.0,171.0,52.0,8,56.0,8399.0,7269.0,12,1118.0,09/30/02,2002-09-30,2002.0
MONTANA,MONTANA,MT,NINTH CIRCUIT,4102.0,3584.0,19.0,8,491.0,122.0,87.0,15.0,8,12.0,3980.0,3497.0,4,479.0,09/30/02,2002-09-30,2002.0
NEVADA,NEVADA,NV,NINTH CIRCUIT,19095.0,14e3,312.0,0,4782.0,447.0,147.0,281.0,0,18.0,18648.0,13853.0,31,4764.0,09/30/02,2002-09-30,2002.0
OREGON,OREGON,OR,NINTH CIRCUIT,24034.0,20626.0,70.0,10,3327.0,1515.0,679.0,70.0,10,755.0,22519.0,19947.0,0,2572.0,09/30/02,2002-09-30,2002.0
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,10059.0,7596.0,87.0,5,2371.0,295.0,169.0,62.0,5,59.0,9764.0,7427.0,25,2312.0,09/30/02,2002-09-30,2002.0
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,28349.0,22980.0,187.0,0,5182.0,409.0,241.0,143.0,0,25.0,27940.0,22739.0,44,5157.0,09/30/02,2002-09-30,2002.0
GUAM,GUAM,GUAM,NINTH CIRCUIT,400.0,350.0,6.0,0,44.0,26.0,19.0,5.0,0,2.0,374.0,331.0,1,42.0,09/30/02,2002-09-30,2002.0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,28.0,24.0,1.0,0,3.0,6.0,5.0,1.0,0,0.0,22.0,19.0,0,3.0,09/30/02,2002-09-30,2002.0
COLORADO,COLORADO,CO,TENTH CIRCUIT,20303.0,17666.0,110.0,4,2523.0,560.0,416.0,107.0,4,33.0,19743.0,17250.0,3,2490.0,09/30/02,2002-09-30,2002.0
KANSAS,KANSAS,KS,TENTH CIRCUIT,14519.0,11790.0,48.0,18,2663.0,243.0,148.0,45.0,18,32.0,14276.0,11642.0,3,2631.0,09/30/02,2002-09-30,2002.0
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,8975.0,8084.0,54.0,2,835.0,665.0,549.0,51.0,2,63.0,8310.0,7535.0,3,772.0,09/30/02,2002-09-30,2002.0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,6374.0,5808.0,24.0,0,542.0,322.0,275.0,21.0,0,26.0,6052.0,5533.0,3,516.0,09/30/02,2002-09-30,2002.0
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,4500.0,4143.0,10.0,3,344.0,79.0,52.0,10.0,3,14.0,4421.0,4091.0,0,330.0,09/30/02,2002-09-30,2002.0
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,12959.0,10985.0,41.0,20,1912.0,252.0,173.0,39.0,20,19.0,12707.0,10812.0,2,1893.0,09/30/02,2002-09-30,2002.0
UTAH,UTAH,UT,TENTH CIRCUIT,21444.0,13922.0,116.0,6,7399.0,590.0,347.0,108.0,6,128.0,20854.0,13575.0,8,7271.0,09/30/02,2002-09-30,2002.0
WYOMING,WYOMING,WY,TENTH CIRCUIT,2232.0,2090.0,10.0,0,132.0,39.0,27.0,9.0,0,3.0,2193.0,2063.0,1,129.0,09/30/02,2002-09-30,2002.0
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,24514.0,11336.0,105.0,3,13068.0,194.0,100.0,81.0,3,8.0,24320.0,11236.0,24,13060.0,09/30/02,2002-09-30,2002.0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,9552.0,4900.0,12.0,0,4640.0,133.0,99.0,10.0,0,24.0,9419.0,4801.0,2,4616.0,09/30/02,2002-09-30,2002.0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,7256.0,3112.0,29.0,0,4115.0,63.0,29.0,28.0,0,6.0,7193.0,3083.0,1,4109.0,09/30/02,2002-09-30,2002.0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,6394.0,5047.0,36.0,0,1311.0,74.0,40.0,34.0,0,0.0,6320.0,5007.0,2,1311.0,09/30/02,2002-09-30,2002.0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,51706.0,37314.0,304.0,2,14085.0,961.0,555.0,280.0,2,124.0,50745.0,36759.0,24,13961.0,09/30/02,2002-09-30,2002.0
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,32230.0,22789.0,323.0,0,9115.0,840.0,520.0,293.0,0,25.0,31390.0,22269.0,30,9090.0,09/30/02,2002-09-30,2002.0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,41945.0,19169.0,213.0,0,22563.0,914.0,489.0,186.0,0,239.0,41031.0,18680.0,27,22324.0,09/30/02,2002-09-30,2002.0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,17832.0,7625.0,60.0,7,10140.0,160.0,72.0,55.0,7,26.0,17672.0,7553.0,5,10114.0,09/30/02,2002-09-30,2002.0
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,15290.0,4195.0,31.0,3,11061.0,131.0,73.0,28.0,3,27.0,15159.0,4122.0,3,11034.0,09/30/02,2002-09-30,2002.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,2381.0,1683.0,41.0,0,657.0,58.0,21.0,34.0,0,3.0,2323.0,1662.0,7,654.0,09/30/03,2003-09-30,2003.0
MAINE,MAINE,ME,FIRST CIRCUIT,4593.0,4206.0,12.0,1,374.0,100.0,72.0,12.0,1,15.0,4493.0,4134.0,0,359.0,09/30/03,2003-09-30,2003.0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,18174.0,15504.0,216.0,0,2454.0,400.0,188.0,210.0,0,2.0,17774.0,15316.0,6,2452.0,09/30/03,2003-09-30,2003.0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,4390.0,3928.0,15.0,0,447.0,192.0,156.0,14.0,0,22.0,4198.0,3772.0,1,425.0,09/30/03,2003-09-30,2003.0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,4712.0,4353.0,4.0,0,355.0,45.0,40.0,3.0,0,2.0,4667.0,4313.0,1,353.0,09/30/03,2003-09-30,2003.0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,14178.0,4132.0,140.0,10,9896.0,261.0,137.0,102.0,10,12.0,13917.0,3995.0,38,9884.0,09/30/03,2003-09-30,2003.0
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,12272.0,10119.0,103.0,4,2045.0,188.0,91.0,87.0,4,6.0,12084.0,10028.0,16,2039.0,09/30/03,2003-09-30,2003.0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,17391.0,13712.0,73.0,14,3591.0,340.0,195.0,70.0,14,61.0,17051.0,13517.0,3,3530.0,09/30/03,2003-09-30,2003.0
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,25931.0,20010.0,213.0,1,5707.0,307.0,107.0,192.0,1,7.0,25624.0,19903.0,21,5700.0,09/30/03,2003-09-30,2003.0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,17298.0,14262.0,924.0,1,2061.0,1097.0,163.0,876.0,1,7.0,16201.0,14099.0,48,2054.0,09/30/03,2003-09-30,2003.0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,14729.0,11056.0,56.0,7,3610.0,314.0,196.0,54.0,7,57.0,14415.0,10860.0,2,3553.0,09/30/03,2003-09-30,2003.0
VERMONT,VERMONT,VT,SECOND CIRCUIT,1919.0,1674.0,6.0,1,238.0,84.0,60.0,6.0,1,17.0,1835.0,1614.0,0,221.0,09/30/03,2003-09-30,2003.0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3978.0,2074.0,475.0,0,1424.0,551.0,46.0,475.0,0,25.0,3427.0,2028.0,0,1399.0,09/30/03,2003-09-30,2003.0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,42921.0,27574.0,348.0,1,14998.0,699.0,376.0,303.0,1,19.0,42222.0,27198.0,45,14979.0,09/30/03,2003-09-30,2003.0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,25752.0,14302.0,139.0,4,11306.0,338.0,167.0,125.0,4,42.0,25414.0,14135.0,14,11264.0,09/30/03,2003-09-30,2003.0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,13659.0,10332.0,58.0,2,3267.0,286.0,161.0,55.0,2,68.0,13373.0,10171.0,3,3199.0,09/30/03,2003-09-30,2003.0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,19082.0,15548.0,200.0,7,3327.0,548.0,314.0,171.0,7,56.0,18534.0,15234.0,29,3271.0,09/30/03,2003-09-30,2003.0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,53.0,37.0,1.0,0,15.0,4.0,2.0,1.0,0,1.0,49.0,35.0,0,14.0,09/30/03,2003-09-30,2003.0
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,35173.0,23102.0,434.0,5,11632.0,806.0,332.0,411.0,5,58.0,34367.0,22770.0,23,11574.0,09/30/03,2003-09-30,2003.0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,15896.0,8129.0,71.0,15,7681.0,196.0,110.0,62.0,15,9.0,15700.0,8019.0,9,7672.0,09/30/03,2003-09-30,2003.0
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,12539.0,5599.0,25.0,0,6915.0,200.0,145.0,25.0,0,30.0,12339.0,5454.0,0,6885.0,09/30/03,2003-09-30,2003.0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,10376.0,5458.0,88.0,2,4826.0,126.0,43.0,79.0,2,0.0,10250.0,5415.0,9,4826.0,09/30/03,2003-09-30,2003.0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,16335.0,7079.0,64.0,4,9187.0,140.0,88.0,45.0,4,3.0,16195.0,6991.0,19,9184.0,09/30/03,2003-09-30,2003.0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,30840.0,21115.0,173.0,1,9551.0,392.0,226.0,143.0,1,22.0,30448.0,20889.0,30,9529.0,09/30/03,2003-09-30,2003.0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,13002.0,10711.0,32.0,2,2257.0,564.0,458.0,30.0,2,74.0,12438.0,10253.0,2,2183.0,09/30/03,2003-09-30,2003.0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4729.0,4403.0,40.0,0,286.0,127.0,73.0,40.0,0,14.0,4602.0,4330.0,0,272.0,09/30/03,2003-09-30,2003.0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,6373.0,6040.0,26.0,1,306.0,193.0,149.0,26.0,1,17.0,6180.0,5891.0,0,289.0,09/30/03,2003-09-30,2003.0
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,10168.0,6905.0,59.0,2,3202.0,145.0,96.0,47.0,2,0.0,10023.0,6809.0,12,3202.0,09/30/03,2003-09-30,2003.0
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,3926.0,2840.0,16.0,0,1070.0,31.0,18.0,12.0,0,1.0,3895.0,2822.0,4,1069.0,09/30/03,2003-09-30,2003.0
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,15070.0,8174.0,51.0,40,6805.0,337.0,144.0,47.0,40,106.0,14733.0,8030.0,4,6699.0,09/30/03,2003-09-30,2003.0
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,8465.0,5857.0,38.0,31,2539.0,142.0,65.0,37.0,31,9.0,8323.0,5792.0,1,2530.0,09/30/03,2003-09-30,2003.0
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,14391.0,9590.0,62.0,2,4737.0,160.0,88.0,53.0,2,17.0,14231.0,9502.0,9,4720.0,09/30/03,2003-09-30,2003.0
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,30777.0,15399.0,431.0,26,14921.0,1250.0,591.0,414.0,26,219.0,29527.0,14808.0,17,14702.0,09/30/03,2003-09-30,2003.0
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,12927.0,7401.0,77.0,9,5440.0,309.0,177.0,69.0,9,54.0,12618.0,7224.0,8,5386.0,09/30/03,2003-09-30,2003.0
