STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NB_CHAP13,QTR_ENDED,DATE,FISCAL_YEAR
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,21841.0,13028.0,255.0,15,8541.0,877.0,588.0,153.0,15,119.0,20964.0,12440.0,102,8422.0,09/30/13,2013-09-30,2013.0
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,30685.0,24510.0,156.0,25,5994.0,889.0,665.0,106.0,25,93.0,29796.0,23845.0,50,5901.0,09/30/13,2013-09-30,2013.0
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,82861.0,66298.0,761.0,4,15797.0,2827.0,2154.0,536.0,4,132.0,80034.0,64144.0,225,15665.0,09/30/13,2013-09-30,2013.0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,13816.0,11027.0,86.0,0,2702.0,479.0,363.0,56.0,0,59.0,13337.0,10664.0,30,2643.0,09/30/13,2013-09-30,2013.0
HAWAII,HAWAII,HI,NINTH CIRCUIT,2313.0,1698.0,21.0,0,594.0,96.0,68.0,16.0,0,12.0,2217.0,1630.0,5,582.0,09/30/13,2013-09-30,2013.0
IDAHO,IDAHO,ID,NINTH CIRCUIT,5643.0,5094.0,28.0,5,516.0,174.0,140.0,22.0,5,7.0,5469.0,4954.0,6,509.0,09/30/13,2013-09-30,2013.0
MONTANA,MONTANA,MT,NINTH CIRCUIT,1851.0,1574.0,13.0,2,262.0,79.0,52.0,11.0,2,14.0,1772.0,1522.0,2,248.0,09/30/13,2013-09-30,2013.0
NEVADA,NEVADA,NV,NINTH CIRCUIT,14483.0,11781.0,283.0,2,2417.0,547.0,346.0,172.0,2,27.0,13936.0,11435.0,111,2390.0,09/30/13,2013-09-30,2013.0
OREGON,OREGON,OR,NINTH CIRCUIT,13677.0,11022.0,41.0,12,2602.0,377.0,267.0,36.0,12,62.0,13300.0,10755.0,5,2540.0,09/30/13,2013-09-30,2013.0
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,5253.0,4172.0,27.0,1,1053.0,128.0,98.0,21.0,1,8.0,5125.0,4074.0,6,1045.0,09/30/13,2013-09-30,2013.0
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,20477.0,16089.0,161.0,1,4224.0,653.0,486.0,120.0,1,44.0,19824.0,15603.0,41,4180.0,09/30/13,2013-09-30,2013.0
GUAM,GUAM,GUAM,NINTH CIRCUIT,159.0,129.0,1.0,0,28.0,9.0,6.0,1.0,0,1.0,150.0,123.0,0,27.0,09/30/13,2013-09-30,2013.0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,7.0,6.0,1.0,0,0.0,2.0,1.0,1.0,0,0.0,5.0,5.0,0,0.0,09/30/13,2013-09-30,2013.0
COLORADO,COLORADO,CO,TENTH CIRCUIT,23976.0,19937.0,146.0,4,3885.0,789.0,599.0,136.0,4,46.0,23187.0,19338.0,10,3839.0,09/30/13,2013-09-30,2013.0
KANSAS,KANSAS,KS,TENTH CIRCUIT,8604.0,5360.0,52.0,10,3182.0,190.0,104.0,46.0,10,30.0,8414.0,5256.0,6,3152.0,09/30/13,2013-09-30,2013.0
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,4502.0,4052.0,39.0,1,410.0,155.0,115.0,33.0,1,6.0,4347.0,3937.0,6,404.0,09/30/13,2013-09-30,2013.0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3191.0,2821.0,5.0,1,364.0,91.0,81.0,5.0,1,4.0,3100.0,2740.0,0,360.0,09/30/13,2013-09-30,2013.0
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,1657.0,1490.0,3.0,2,162.0,46.0,41.0,3.0,2,0.0,1611.0,1449.0,0,162.0,09/30/13,2013-09-30,2013.0
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,6133.0,4855.0,22.0,12,1243.0,168.0,122.0,20.0,12,13.0,5965.0,4733.0,2,1230.0,09/30/13,2013-09-30,2013.0
UTAH,UTAH,UT,TENTH CIRCUIT,14939.0,10121.0,44.0,1,4773.0,307.0,245.0,38.0,1,23.0,14632.0,9876.0,6,4750.0,09/30/13,2013-09-30,2013.0
WYOMING,WYOMING,WY,TENTH CIRCUIT,1241.0,1087.0,16.0,0,138.0,76.0,57.0,15.0,0,4.0,1165.0,1030.0,1,134.0,09/30/13,2013-09-30,2013.0
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,15058.0,7029.0,60.0,2,7967.0,290.0,220.0,52.0,2,16.0,14768.0,6809.0,8,7951.0,09/30/13,2013-09-30,2013.0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,7963.0,1821.0,29.0,4,6109.0,124.0,82.0,27.0,4,11.0,7839.0,1739.0,2,6098.0,09/30/13,2013-09-30,2013.0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4657.0,1402.0,19.0,0,3236.0,71.0,45.0,17.0,0,9.0,4586.0,1357.0,2,3227.0,09/30/13,2013-09-30,2013.0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,3415.0,2854.0,47.0,5,509.0,244.0,189.0,34.0,5,16.0,3171.0,2665.0,13,493.0,09/30/13,2013-09-30,2013.0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,42512.0,30528.0,464.0,13,11505.0,1747.0,1210.0,376.0,13,146.0,40765.0,29318.0,88,11359.0,09/30/13,2013-09-30,2013.0
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,31996.0,21435.0,301.0,5,10253.0,1e3,671.0,258.0,5,64.0,30996.0,20764.0,43,10189.0,09/30/13,2013-09-30,2013.0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,41285.0,23386.0,241.0,11,17647.0,1156.0,833.0,231.0,11,81.0,40129.0,22553.0,10,17566.0,09/30/13,2013-09-30,2013.0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,10276.0,3630.0,43.0,7,6596.0,280.0,188.0,41.0,7,44.0,9996.0,3442.0,2,6552.0,09/30/13,2013-09-30,2013.0
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,8744.0,1961.0,52.0,2,6729.0,182.0,118.0,50.0,2,12.0,8562.0,1843.0,2,6717.0,09/30/13,2013-09-30,2013.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,783.0,630.0,45.0,0,108.0,79.0,32.0,42.0,0,5.0,704.0,598.0,3,103.0,09/30/14,2014-09-30,2014.0
MAINE,MAINE,ME,FIRST CIRCUIT,2135.0,1754.0,13.0,8,360.0,109.0,65.0,11.0,8,25.0,2026.0,1689.0,2,335.0,09/30/14,2014-09-30,2014.0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,10789.0,8457.0,115.0,17,2200.0,462.0,310.0,97.0,17,38.0,10327.0,8147.0,18,2162.0,09/30/14,2014-09-30,2014.0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,2704.0,2067.0,29.0,2,606.0,204.0,144.0,25.0,2,33.0,2500.0,1923.0,4,573.0,09/30/14,2014-09-30,2014.0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,3124.0,2618.0,4.0,0,502.0,104.0,94.0,4.0,0,6.0,3020.0,2524.0,0,496.0,09/30/14,2014-09-30,2014.0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,11377.0,4366.0,205.0,27,6779.0,374.0,118.0,175.0,27,54.0,11003.0,4248.0,30,6725.0,09/30/14,2014-09-30,2014.0
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,7001.0,5836.0,94.0,1,1070.0,292.0,204.0,75.0,1,12.0,6709.0,5632.0,19,1058.0,09/30/14,2014-09-30,2014.0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,7177.0,5683.0,19.0,11,1464.0,143.0,94.0,18.0,11,20.0,7034.0,5589.0,1,1444.0,09/30/14,2014-09-30,2014.0
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,12936.0,11094.0,219.0,3,1614.0,536.0,303.0,203.0,3,21.0,12400.0,10791.0,16,1593.0,09/30/14,2014-09-30,2014.0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,8438.0,6559.0,452.0,1,1405.0,740.0,256.0,427.0,1,35.0,7698.0,6303.0,25,1370.0,09/30/14,2014-09-30,2014.0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,4954.0,3596.0,43.0,4,1311.0,186.0,112.0,42.0,4,28.0,4768.0,3484.0,1,1283.0,09/30/14,2014-09-30,2014.0
VERMONT,VERMONT,VT,SECOND CIRCUIT,769.0,593.0,4.0,1,171.0,48.0,32.0,4.0,1,11.0,721.0,561.0,0,160.0,09/30/14,2014-09-30,2014.0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3070.0,1755.0,539.0,3,748.0,687.0,112.0,539.0,3,8.0,2383.0,1643.0,0,740.0,09/30/14,2014-09-30,2014.0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,27931.0,20649.0,336.0,3,6939.0,881.0,526.0,287.0,3,61.0,27050.0,20123.0,49,6878.0,09/30/14,2014-09-30,2014.0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,10610.0,6129.0,109.0,4,4368.0,367.0,206.0,100.0,4,57.0,10243.0,5923.0,9,4311.0,09/30/14,2014-09-30,2014.0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,6208.0,4041.0,43.0,1,2123.0,225.0,135.0,40.0,1,49.0,5983.0,3906.0,3,2074.0,09/30/14,2014-09-30,2014.0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,7717.0,5127.0,99.0,7,2484.0,240.0,118.0,82.0,7,33.0,7477.0,5009.0,17,2451.0,09/30/14,2014-09-30,2014.0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,24.0,16.0,0.0,0,8.0,3.0,3.0,0.0,0,0.0,21.0,13.0,0,8.0,09/30/14,2014-09-30,2014.0
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,21006.0,15202.0,141.0,2,5661.0,461.0,308.0,105.0,2,46.0,20545.0,14894.0,36,5615.0,09/30/14,2014-09-30,2014.0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,7686.0,2306.0,117.0,4,5259.0,286.0,145.0,98.0,4,39.0,7400.0,2161.0,19,5220.0,09/30/14,2014-09-30,2014.0
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,4522.0,1908.0,26.0,3,2585.0,138.0,103.0,23.0,3,9.0,4384.0,1805.0,3,2576.0,09/30/14,2014-09-30,2014.0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,4875.0,2743.0,38.0,0,2094.0,165.0,114.0,35.0,0,16.0,4710.0,2629.0,3,2078.0,09/30/14,2014-09-30,2014.0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,7524.0,3072.0,33.0,4,4414.0,201.0,157.0,26.0,4,13.0,7323.0,2915.0,7,4401.0,09/30/14,2014-09-30,2014.0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,18634.0,11146.0,142.0,1,7345.0,484.0,328.0,129.0,1,26.0,18150.0,10818.0,13,7319.0,09/30/14,2014-09-30,2014.0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,5932.0,3963.0,12.0,2,1955.0,110.0,87.0,10.0,2,11.0,5822.0,3876.0,2,1944.0,09/30/14,2014-09-30,2014.0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1455.0,1250.0,8.0,0,197.0,45.0,32.0,8.0,0,5.0,1410.0,1218.0,0,192.0,09/30/14,2014-09-30,2014.0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,1969.0,1712.0,31.0,2,224.0,68.0,33.0,29.0,2,4.0,1901.0,1679.0,2,220.0,09/30/14,2014-09-30,2014.0
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3623.0,1733.0,35.0,0,1855.0,171.0,126.0,33.0,0,12.0,3452.0,1607.0,2,1843.0,09/30/14,2014-09-30,2014.0
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1662.0,854.0,10.0,0,798.0,43.0,30.0,10.0,0,3.0,1619.0,824.0,0,795.0,09/30/14,2014-09-30,2014.0
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,10170.0,2018.0,71.0,7,8074.0,158.0,68.0,67.0,7,16.0,10012.0,1950.0,4,8058.0,09/30/14,2014-09-30,2014.0
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5047.0,2099.0,30.0,2,2916.0,104.0,63.0,30.0,2,9.0,4943.0,2036.0,0,2907.0,09/30/14,2014-09-30,2014.0
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6431.0,3373.0,33.0,2,3022.0,189.0,150.0,30.0,2,6.0,6242.0,3223.0,3,3016.0,09/30/14,2014-09-30,2014.0
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,13401.0,5495.0,199.0,11,7696.0,740.0,464.0,190.0,11,75.0,12661.0,5031.0,9,7621.0,09/30/14,2014-09-30,2014.0
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,5138.0,2457.0,65.0,2,2614.0,319.0,236.0,60.0,2,21.0,4819.0,2221.0,5,2593.0,09/30/14,2014-09-30,2014.0
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,9796.0,3663.0,169.0,6,5958.0,577.0,358.0,155.0,6,58.0,9219.0,3305.0,14,5900.0,09/30/14,2014-09-30,2014.0
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,8627.0,4176.0,82.0,0,4369.0,510.0,385.0,76.0,0,49.0,8117.0,3791.0,6,4320.0,09/30/14,2014-09-30,2014.0
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,8719.0,6303.0,18.0,3,2395.0,150.0,116.0,17.0,3,14.0,8569.0,6187.0,1,2381.0,09/30/14,2014-09-30,2014.0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,8738.0,6428.0,36.0,2,2272.0,131.0,79.0,35.0,2,15.0,8607.0,6349.0,1,2257.0,09/30/14,2014-09-30,2014.0
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,27872.0,22362.0,131.0,16,5363.0,485.0,304.0,117.0,16,48.0,27387.0,22058.0,14,5315.0,09/30/14,2014-09-30,2014.0
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,8970.0,7497.0,37.0,4,1432.0,245.0,177.0,37.0,4,27.0,8725.0,7320.0,0,1405.0,09/30/14,2014-09-30,2014.0
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,22600.0,18606.0,40.0,0,3954.0,404.0,326.0,35.0,0,43.0,22196.0,18280.0,5,3911.0,09/30/14,2014-09-30,2014.0
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,19857.0,14025.0,37.0,1,5794.0,378.0,300.0,35.0,1,42.0,19479.0,13725.0,2,5752.0,09/30/14,2014-09-30,2014.0
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,12389.0,6814.0,49.0,3,5523.0,159.0,110.0,38.0,3,8.0,12230.0,6704.0,11,5515.0,09/30/14,2014-09-30,2014.0
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,10517.0,6040.0,83.0,1,4393.0,220.0,158.0,57.0,1,4.0,10297.0,5882.0,26,4389.0,09/30/14,2014-09-30,2014.0
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,17212.0,4256.0,38.0,0,12918.0,139.0,91.0,34.0,0,14.0,17073.0,4165.0,4,12904.0,09/30/14,2014-09-30,2014.0
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,51673.0,32630.0,237.0,2,18804.0,1166.0,871.0,212.0,2,81.0,50507.0,31759.0,25,18723.0,09/30/14,2014-09-30,2014.0
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,6073.0,4923.0,10.0,2,1138.0,112.0,91.0,9.0,2,10.0,5961.0,4832.0,1,1128.0,09/30/14,2014-09-30,2014.0
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,4208.0,2715.0,13.0,0,1480.0,78.0,54.0,13.0,0,11.0,4130.0,2661.0,0,1469.0,09/30/14,2014-09-30,2014.0
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,11952.0,9102.0,24.0,0,2826.0,172.0,133.0,20.0,0,19.0,11780.0,8969.0,4,2807.0,09/30/14,2014-09-30,2014.0
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,18147.0,12534.0,81.0,3,5529.0,326.0,221.0,78.0,3,24.0,17821.0,12313.0,3,5505.0,09/30/14,2014-09-30,2014.0
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,16056.0,11620.0,25.0,6,4405.0,277.0,218.0,21.0,6,32.0,15779.0,11402.0,4,4373.0,09/30/14,2014-09-30,2014.0
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,5632.0,4733.0,31.0,15,853.0,206.0,140.0,26.0,15,25.0,5426.0,4593.0,5,828.0,09/30/14,2014-09-30,2014.0
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,7280.0,3156.0,9.0,5,4110.0,115.0,76.0,7.0,5,27.0,7165.0,3080.0,2,4083.0,09/30/14,2014-09-30,2014.0
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,4057.0,2237.0,33.0,7,1778.0,145.0,90.0,30.0,7,16.0,3912.0,2147.0,3,1762.0,09/30/14,2014-09-30,2014.0
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,2056.0,1933.0,5.0,3,115.0,71.0,62.0,5.0,3,1.0,1985.0,1871.0,0,114.0,09/30/14,2014-09-30,2014.0
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,3211.0,2859.0,11.0,1,340.0,109.0,91.0,10.0,1,7.0,3102.0,2768.0,1,333.0,09/30/14,2014-09-30,2014.0
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,12704.0,10705.0,45.0,5,1949.0,428.0,359.0,44.0,5,20.0,12276.0,10346.0,1,1929.0,09/30/14,2014-09-30,2014.0
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,12453.0,8711.0,33.0,1,3707.0,192.0,148.0,31.0,1,11.0,12261.0,8563.0,2,3696.0,09/30/14,2014-09-30,2014.0
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,9226.0,6627.0,45.0,4,2550.0,194.0,133.0,43.0,4,14.0,9032.0,6494.0,2,2536.0,09/30/14,2014-09-30,2014.0
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,4817.0,3285.0,13.0,8,1509.0,119.0,84.0,13.0,8,12.0,4698.0,3201.0,0,1497.0,09/30/14,2014-09-30,2014.0
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,707.0,629.0,3.0,1,74.0,27.0,20.0,3.0,1,3.0,680.0,609.0,0,71.0,09/30/14,2014-09-30,2014.0
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,1235.0,1115.0,5.0,0,115.0,48.0,33.0,5.0,0,10.0,1187.0,1082.0,0,105.0,09/30/14,2014-09-30,2014.0
ALASKA,ALASKA,AK,NINTH CIRCUIT,458.0,384.0,2.0,1,71.0,46.0,35.0,2.0,1,8.0,412.0,349.0,0,63.0,09/30/14,2014-09-30,2014.0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,20907.0,17982.0,297.0,8,2620.0,716.0,469.0,219.0,8,20.0,20191.0,17513.0,78,2600.0,09/30/14,2014-09-30,2014.0
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,15430.0,9331.0,216.0,14,5868.0,779.0,495.0,154.0,14,115.0,14651.0,8836.0,62,5753.0,09/30/14,2014-09-30,2014.0
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,22383.0,18246.0,99.0,18,4020.0,624.0,438.0,70.0,18,98.0,21759.0,17808.0,29,3922.0,09/30/14,2014-09-30,2014.0
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,60545.0,48574.0,559.0,3,11408.0,2194.0,1721.0,363.0,3,106.0,58351.0,46853.0,196,11302.0,09/30/14,2014-09-30,2014.0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,10992.0,8878.0,72.0,0,2041.0,412.0,307.0,55.0,0,49.0,10580.0,8571.0,17,1992.0,09/30/14,2014-09-30,2014.0
HAWAII,HAWAII,HI,NINTH CIRCUIT,1805.0,1271.0,10.0,1,523.0,68.0,51.0,6.0,1,10.0,1737.0,1220.0,4,513.0,09/30/14,2014-09-30,2014.0
IDAHO,IDAHO,ID,NINTH CIRCUIT,4976.0,4480.0,19.0,7,470.0,152.0,118.0,18.0,7,9.0,4824.0,4362.0,1,461.0,09/30/14,2014-09-30,2014.0
MONTANA,MONTANA,MT,NINTH CIRCUIT,1625.0,1412.0,15.0,1,197.0,86.0,64.0,15.0,1,6.0,1539.0,1348.0,0,191.0,09/30/14,2014-09-30,2014.0
NEVADA,NEVADA,NV,NINTH CIRCUIT,11676.0,9556.0,224.0,2,1889.0,432.0,267.0,140.0,2,19.0,11244.0,9289.0,84,1870.0,09/30/14,2014-09-30,2014.0
OREGON,OREGON,OR,NINTH CIRCUIT,12660.0,10337.0,36.0,2,2285.0,286.0,216.0,30.0,2,38.0,12374.0,10121.0,6,2247.0,09/30/14,2014-09-30,2014.0
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,4840.0,3872.0,21.0,2,945.0,104.0,75.0,17.0,2,10.0,4736.0,3797.0,4,935.0,09/30/14,2014-09-30,2014.0
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,17380.0,13640.0,135.0,3,3601.0,521.0,378.0,99.0,3,40.0,16859.0,13262.0,36,3561.0,09/30/14,2014-09-30,2014.0
GUAM,GUAM,GUAM,NINTH CIRCUIT,147.0,114.0,0.0,0,33.0,6.0,6.0,0.0,0,0.0,141.0,108.0,0,33.0,09/30/14,2014-09-30,2014.0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,5.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,5.0,0,0.0,09/30/14,2014-09-30,2014.0
COLORADO,COLORADO,CO,TENTH CIRCUIT,18460.0,15568.0,75.0,2,2813.0,521.0,419.0,69.0,2,29.0,17939.0,15149.0,6,2784.0,09/30/14,2014-09-30,2014.0
KANSAS,KANSAS,KS,TENTH CIRCUIT,7720.0,4603.0,31.0,9,3077.0,209.0,140.0,29.0,9,31.0,7511.0,4463.0,2,3046.0,09/30/14,2014-09-30,2014.0
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,3956.0,3631.0,36.0,0,289.0,131.0,95.0,33.0,0,3.0,3825.0,3536.0,3,286.0,09/30/14,2014-09-30,2014.0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,2915.0,2625.0,3.0,1,286.0,73.0,69.0,3.0,1,0.0,2842.0,2556.0,0,286.0,09/30/14,2014-09-30,2014.0
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,1551.0,1418.0,5.0,2,126.0,24.0,18.0,4.0,2,0.0,1527.0,1400.0,1,126.0,09/30/14,2014-09-30,2014.0
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,5603.0,4399.0,22.0,4,1178.0,120.0,89.0,21.0,4,6.0,5483.0,4310.0,1,1172.0,09/30/14,2014-09-30,2014.0
UTAH,UTAH,UT,TENTH CIRCUIT,13828.0,8927.0,19.0,0,4882.0,239.0,204.0,17.0,0,18.0,13589.0,8723.0,2,4864.0,09/30/14,2014-09-30,2014.0
WYOMING,WYOMING,WY,TENTH CIRCUIT,1031.0,902.0,10.0,1,118.0,49.0,35.0,10.0,1,3.0,982.0,867.0,0,115.0,09/30/14,2014-09-30,2014.0
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,13220.0,6586.0,47.0,0,6587.0,239.0,188.0,41.0,0,10.0,12981.0,6398.0,6,6577.0,09/30/14,2014-09-30,2014.0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,7916.0,1628.0,8.0,0,6280.0,93.0,79.0,7.0,0,7.0,7823.0,1549.0,1,6273.0,09/30/14,2014-09-30,2014.0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4383.0,1303.0,30.0,1,3049.0,78.0,45.0,24.0,1,8.0,4305.0,1258.0,6,3041.0,09/30/14,2014-09-30,2014.0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,3062.0,2467.0,44.0,4,547.0,183.0,129.0,40.0,4,10.0,2879.0,2338.0,4,537.0,09/30/14,2014-09-30,2014.0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,36694.0,25526.0,391.0,18,10754.0,1408.0,957.0,321.0,18,109.0,35286.0,24569.0,70,10645.0,09/30/14,2014-09-30,2014.0
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,30424.0,17935.0,294.0,10,12183.0,778.0,502.0,214.0,10,50.0,29646.0,17433.0,80,12133.0,09/30/14,2014-09-30,2014.0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,35643.0,19916.0,169.0,13,15545.0,873.0,653.0,161.0,13,46.0,34770.0,19263.0,8,15499.0,09/30/14,2014-09-30,2014.0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,9489.0,3032.0,44.0,9,6404.0,211.0,132.0,43.0,9,27.0,9278.0,2900.0,1,6377.0,09/30/14,2014-09-30,2014.0
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,8409.0,1833.0,23.0,2,6551.0,119.0,87.0,19.0,2,11.0,8290.0,1746.0,4,6540.0,09/30/14,2014-09-30,2014.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,723.0,573.0,19.0,0,131.0,51.0,33.0,16.0,0,2.0,672.0,540.0,3,129.0,09/30/15,2015-09-30,2015.0
MAINE,MAINE,ME,FIRST CIRCUIT,1930.0,1606.0,13.0,7,303.0,125.0,88.0,12.0,7,17.0,1805.0,1518.0,1,286.0,09/30/15,2015-09-30,2015.0
